TSVR_hours,domain,probability,predicted_probability,UID
1.0,what,0.9864325365860115,0.8716013357097662,A010
1.0,what,0.9162499216301792,0.8716013357097662,A011
1.0,what,0.9202554397130212,0.8716013357097662,A012
1.0,what,0.6828699223796244,0.8716013357097662,A013
1.0,what,0.9235961648551085,0.8716013357097662,A014
1.0,what,0.9422016452734548,0.8716013357097662,A015
1.0,what,0.9770499910132654,0.8716013357097662,A016
1.0,what,0.48121405641702086,0.8716013357097662,A017
1.0,what,0.8510211288070286,0.8716013357097662,A018
1.0,what,0.6822136168776775,0.8716013357097662,A019
1.0,what,0.8820826274443894,0.8716013357097662,A020
1.0,what,0.9233811094313342,0.8716013357097662,A021
1.0,what,0.9017119681686269,0.8716013357097662,A022
1.0,what,0.8064120139347399,0.8716013357097662,A023
1.0,what,0.8494737081277663,0.8716013357097662,A024
1.0,what,0.9092279909581498,0.8716013357097662,A025
1.0,what,0.9241485581194476,0.8716013357097662,A026
1.0,what,0.8252755590496261,0.8716013357097662,A027
1.0,what,0.9668086422198519,0.8716013357097662,A028
1.0,what,0.967996559479923,0.8716013357097662,A029
1.0,what,0.8936094042959641,0.8716013357097662,A030
1.0,what,0.9836084941962073,0.8716013357097662,A031
1.0,what,0.8856506384822092,0.8716013357097662,A032
1.0,what,0.8872844250120343,0.8716013357097662,A033
1.0,what,0.9241029069296122,0.8716013357097662,A034
1.0,what,0.7496704452939384,0.8716013357097662,A035
1.0,what,0.9366653954141038,0.8716013357097662,A036
1.0,what,0.9580414571393924,0.8716013357097662,A037
1.0,what,0.9233725280741406,0.8716013357097662,A038
1.0,what,0.985017086751147,0.8716013357097662,A039
1.0,what,0.7167336102110912,0.8716013357097662,A040
1.0,what,0.9167339143684874,0.8716013357097662,A041
1.0,what,0.7408130906257931,0.8716013357097662,A042
1.0,what,0.8638435627334955,0.8716013357097662,A043
1.0,what,0.8052450852696729,0.8716013357097662,A044
1.0,what,0.6127660988620823,0.8716013357097662,A045
1.0,what,0.6240857050287669,0.8716013357097662,A046
1.0,what,0.8309120977787071,0.8716013357097662,A047
1.0,what,0.9690361260831396,0.8716013357097662,A048
1.0,what,0.9888693072040703,0.8716013357097662,A049
1.0,what,0.6652254210702178,0.8716013357097662,A050
1.0,what,0.9158830890164612,0.8716013357097662,A051
1.0,what,0.9624761756295077,0.8716013357097662,A052
1.0,what,0.9372472434767225,0.8716013357097662,A053
1.0,what,0.8474863845922914,0.8716013357097662,A054
1.0,what,0.7352280298510847,0.8716013357097662,A055
1.0,what,0.9258652396159659,0.8716013357097662,A056
1.0,what,0.9144511046208988,0.8716013357097662,A057
1.0,what,0.7976584877558622,0.8716013357097662,A058
1.0,what,0.923679007135451,0.8716013357097662,A059
1.0,what,0.7419729492772829,0.8716013357097662,A060
1.0,what,0.9771539462017279,0.8716013357097662,A061
1.0,what,0.9512037977569934,0.8716013357097662,A062
1.0,what,0.8665663942398724,0.8716013357097662,A063
1.0,what,0.9653341371689351,0.8716013357097662,A064
1.0,what,0.31364998232652336,0.8716013357097662,A065
1.0,what,0.9106400113927068,0.8716013357097662,A066
1.0,what,0.7653125944388068,0.8716013357097662,A067
1.0,what,0.9484843262216732,0.8716013357097662,A068
1.0,what,0.7561443496564679,0.8716013357097662,A069
1.0,what,0.960229417115398,0.8716013357097662,A070
1.0,what,0.8879417706748277,0.8716013357097662,A071
1.0,what,0.8896268784699382,0.8716013357097662,A072
1.0,what,0.8630035474494345,0.8716013357097662,A073
1.0,what,0.8434701937163193,0.8716013357097662,A074
1.0,what,0.804802962048871,0.8716013357097662,A075
1.0,what,0.5411460895020156,0.8716013357097662,A076
1.0,what,0.9343206838318695,0.8716013357097662,A077
1.0,what,0.8116348901013867,0.8716013357097662,A078
1.0,what,0.7526817465364629,0.8716013357097662,A079
1.0,what,0.8903074745361045,0.8716013357097662,A080
1.0,what,0.9420293015319168,0.8716013357097662,A081
1.0,what,0.9066732152067588,0.8716013357097662,A082
1.0,what,0.9618117225773631,0.8716013357097662,A083
1.0,what,0.85801490219434,0.8716013357097662,A084
1.0,what,0.7607899925697214,0.8716013357097662,A085
1.0,what,0.9327259366767249,0.8716013357097662,A086
1.0,what,0.8984959144814471,0.8716013357097662,A087
1.0,what,0.8821271435351922,0.8716013357097662,A088
1.0,what,0.8949569647108034,0.8716013357097662,A089
1.0,what,0.8800563048141266,0.8716013357097662,A090
1.0,what,0.6976609391351717,0.8716013357097662,A091
1.0,what,0.6688855351198696,0.8716013357097662,A092
1.0,what,0.8003040836862724,0.8716013357097662,A093
1.0,what,0.7506044229854929,0.8716013357097662,A094
1.0,what,0.9195304162876139,0.8716013357097662,A095
1.0,what,0.7217173526156799,0.8716013357097662,A096
1.0,what,0.961858180554201,0.8716013357097662,A097
1.0,what,0.7997489230823138,0.8716013357097662,A098
1.0,what,0.9203730967758771,0.8716013357097662,A099
1.0,what,0.6089671847346702,0.8716013357097662,A100
1.0,what,0.47998748736680075,0.8716013357097662,A101
1.0,what,0.6657470403163762,0.8716013357097662,A102
1.0,what,0.9573490819650041,0.8716013357097662,A103
1.0,what,0.9649906483108701,0.8716013357097662,A104
1.0,what,0.9554855556935625,0.8716013357097662,A105
1.0,what,0.9709057953722285,0.8716013357097662,A106
1.0,what,0.6134727256109818,0.8716013357097662,A107
1.0,what,0.47550525068912314,0.8716013357097662,A108
1.0,what,0.7906229672296812,0.8716013357097662,A109
16.9,what,0.7955802216012745,0.8378412017137864,A054
17.16,what,0.6767485582661781,0.8373632675600988,A051
20.61,what,0.899457926024921,0.8311934365094825,A017
21.63,what,0.6946519075392558,0.8294273205610798,A036
21.9,what,0.821154070106636,0.8289640183125243,A010
21.98,what,0.8739874476606191,0.8288270760888965,A063
22.09,what,0.8742927680866937,0.828639027491913,A093
22.2,what,0.7500952561726194,0.8284512639203474,A091
22.6,what,0.49837320299564974,0.8277708739582115,A104
22.64,what,0.8250295793204967,0.827703039653801,A106
22.77,what,0.7930692326276846,0.8274828336236546,A105
22.82,what,0.8188409180827556,0.8273982427852898,A028
22.83,what,0.74897579225658,0.8273813315228209,A092
22.96,what,0.6368283656919163,0.827161694144582,A058
22.98,what,0.721044761319597,0.8271279381761366,A094
23.24,what,0.8290154961966334,0.8266899416678039,A055
23.33,what,0.9909133896076282,0.8265386856863107,A025
23.35,what,0.7475517342282544,0.8265050981648921,A066
23.46,what,0.6983998196402462,0.8263205283942324,A047
23.47,what,0.7291881401044535,0.8263037628647637,A086
23.54,what,0.394229313431462,0.8261864672215381,A090
23.69,what,0.9891977889862652,0.8259354901386872,A015
23.7,what,0.9501077462688374,0.8259187762642829,A037
23.91,what,0.7660657276800465,0.8255683006591922,A048
24.15,what,0.7109958417686589,0.8251689569994627,A022
24.25,what,0.9479153419781657,0.8250029393915213,A070
24.25,what,0.9850495234752694,0.8250029393915213,A088
24.32,what,0.3608288588691457,0.824886857961329,A046
24.37,what,0.7324085080085475,0.8248040085013909,A097
24.49,what,0.48419405031242035,0.8246053931233543,A096
24.51,what,0.909687236239767,0.8245723211527877,A085
24.57,what,0.8655782316005013,0.8244731575771216,A011
24.65,what,0.3307168835527643,0.8243410613924824,A109
24.66,what,0.6477138852998718,0.824324559151122,A045
24.73,what,0.6416319215173499,0.8242091042255467,A050
24.77,what,0.7578376679169859,0.8241431776666324,A013
24.78,what,0.8652998388373513,0.8241267014388967,A057
24.87,what,0.8580439782015455,0.8239785126653617,A060
24.96,what,0.3219580099406732,0.8238304986482874,A069
25.15,what,0.7540185988894389,0.8235185963367359,A083
25.6,what,0.7140443268211021,0.8227829524759651,A012
25.62,what,0.8445379501256026,0.822750356794776,A043
25.63,what,0.7073581467606888,0.8227340621175376,A023
25.66,what,0.9707995824842826,0.8226851907315875,A014
25.77,what,0.8934539980110549,0.8225061576918805,A098
26.08,what,0.8451179656084444,0.8220029738427765,A034
26.11,what,0.635022939670386,0.8219543849920861,A079
26.17,what,0.7823737920643505,0.821857263373994,A078
26.22,what,0.3672130893284541,0.8217763857342766,A107
26.26,what,0.9324156520986494,0.8217117209032315,A040
26.48,what,0.8330535349641564,0.821356654855539,A026
26.85,what,0.8180038226727492,0.8207617379650826,A020
27.12,what,0.798923506412506,0.8203293672473005,A049
27.25,what,0.6315241734238242,0.8201217137313351,A084
27.26,what,0.5629390349842434,0.820105754461209,A103
27.3,what,0.7971640646485296,0.8200419374556621,A076
27.61,what,0.6111508232179405,0.8195484409100184,A108
27.97,what,0.9821790379313416,0.8189777440962567,A082
28.26,what,0.897688585404274,0.8185198712290039,A027
28.43,what,0.928083284379944,0.8182522265406863,A029
28.65,what,0.879862046611154,0.8179066951299657,A039
28.68,what,0.6182732046388285,0.817859649672495,A075
28.69,what,0.6396242271481607,0.8178439717084074,A019
28.75,what,0.8609278033588663,0.8177499443635621,A099
28.93,what,0.6419393901795915,0.8174682772921329,A042
29.03,what,0.8749962797063093,0.8173120636760826,A080
29.12,what,0.4872473952037097,0.8171716345747051,A101
29.13,what,0.9390218222688392,0.8171560408642848,A102
29.16,what,0.9168842151912927,0.8171092711466629,A033
29.33,what,0.3940454067426911,0.8168445654928411,A074
29.57,what,0.7767391418491456,0.816471793595201,A024
29.71,what,0.6911050063716254,0.8162548436422663,A095
29.91,what,0.6215064554170722,0.8159455511801861,A067
30.21,what,0.9335251031261275,0.8154830071704467,A021
30.4,what,0.9134717085028395,0.8151909227292369,A059
30.49,what,0.8207657113039735,0.8150527985016002,A068
30.92,what,0.865219612138316,0.8143949128704976,A071
31.07,what,0.8344402985216788,0.8141662072279976,A087
31.14,what,0.885942484583246,0.8140596168212669,A100
31.39,what,0.7635239595247911,0.8136796552332887,A081
31.76,what,0.9242746377931064,0.8131193593260483,A052
31.78,what,0.5865775123975284,0.8130891422678485,A041
32.14,what,0.8862297703946821,0.8125464408186299,A089
32.31,what,0.33437841307877575,0.8122909552581387,A065
32.41,what,0.8046071310003605,0.8121409050743815,A031
32.71,what,0.8805206204092322,0.8116917956135152,A053
32.85,what,0.641961002266992,0.8114827430625245,A016
32.95,what,0.8529981668888231,0.8113336260402145,A030
33.61,what,0.8112089585943598,0.8103537297794876,A056
33.76,what,0.8508913585128399,0.8101320536039609,A072
34.03,what,0.671978864009633,0.8097339864785479,A018
35.16,what,0.9301789798281851,0.8080810782380035,A061
37.65,what,0.8393479786954106,0.8045109140609632,A064
44.69,what,0.8883451709802683,0.7949091925776254,A062
44.76,what,0.9261357340653991,0.7948171059558887,A035
47.66,what,0.7778443549222822,0.7910563955803742,A044
53.88,what,0.4887234687482858,0.7833256289202299,A077
57.18,what,0.7906566576334401,0.7793947138730712,A032
61.28,what,0.8392052400176756,0.7746616457385751,A017
64.94,what,0.9013946167826067,0.7705683815040429,A043
65.63,what,0.6071794626140121,0.7698099479927198,A051
66.08,what,0.7309781258191486,0.7693175189758652,A106
66.28,what,0.4867299890616809,0.769099215250339,A058
66.66,what,0.5081660869465858,0.7686853712533738,A073
66.9,what,0.7597637688862633,0.7684246231190632,A073
68.96,what,0.5048195953263087,0.7662062006764654,A108
69.46,what,0.7217528192226011,0.7656729787000096,A105
69.99,what,0.8250127931852453,0.7651099558717449,A063
70.22,what,0.7714900388393197,0.7648663223874764,A093
70.56,what,0.8938945442291142,0.7645069368419837,A014
70.59,what,0.9880331290004952,0.7644752702131357,A015
70.83,what,0.7577919932368766,0.7642221923803953,A097
71.17,what,0.6362401430444229,0.7638644394945976,A109
71.19,what,0.377776530547974,0.7638434233762611,A096
71.28,what,0.37204314738564775,0.7637488894815828,A040
71.31,what,0.5982938008751026,0.7637173922228075,A092
71.37,what,0.4647047192080273,0.7636544187438786,A075
71.4,what,0.6341616151363163,0.7636229425168835,A085
71.45,what,0.5486276775785639,0.763570497700774,A107
71.46,what,0.6553326537663572,0.7635600110707466,A056
71.47,what,0.7484254401798297,0.7635495252181557,A036
71.56,what,0.7948607567970734,0.7634551875086614,A031
71.85,what,0.7087548807899972,0.7631516376555407,A038
71.93,what,0.6528418524205837,0.76306801423011,A030
72.08,what,0.7577399436701502,0.7629113533473383,A037
72.17,what,0.8491277224761632,0.7628174399687842,A042
72.2,what,0.9205515584032682,0.7627861493476584,A023
72.23,what,0.5604819749386378,0.7627548656401489,A045
72.26,what,0.6398886887097363,0.7627235888429119,A028
72.3,what,0.6532053002023613,0.7626818971901339,A078
72.55,what,0.6792322311078904,0.7624216020637691,A011
72.6,what,0.9204204059317921,0.7623696003896981,A033
72.62,what,0.8558026128495857,0.7623488050636734,A104
72.8,what,0.7579838957663099,0.7621617843526688,A087
72.83,what,0.9784122905325093,0.7621306382187039,A054
72.86,what,0.9116489813990868,0.7620994989286751,A038
72.87,what,0.7932088955251908,0.7620891206856383,A080
72.94,what,0.7015862243578186,0.7620164942561635,A025
73.02,what,0.5828173266144633,0.7619335381659575,A074
73.05,what,0.31631103854814185,0.7619024421445629,A046
73.19,what,0.5029808876855677,0.7617574174990356,A067
73.64,what,0.4061833308375238,0.7612922688834332,A091
73.79,what,0.653333194559009,0.7611375576835328,A066
73.83,what,0.8094588154494414,0.7610963298375233,A057
74.0,what,0.46586514000756224,0.7609212449900881,A079
74.19,what,0.8725360660444547,0.7607258171630928,A021
74.28,what,0.7818533634254303,0.7606333398989619,A034
74.3,what,0.7595596587890747,0.7606127975727927,A083
74.46,what,0.6551790805991843,0.7604485658553004,A022
74.48,what,0.8484255020841569,0.760428050238037,A055
74.58,what,0.6177877381143105,0.7603255165776446,A027
74.88,what,0.5897141515278601,0.7600183588770154,A076
74.91,what,0.806468697800668,0.7599876795951676,A088
75.21,what,0.3366789280051545,0.7596812504566977,A101
75.27,what,0.6091907643182158,0.759620043815706,A102
75.34,what,0.8556485144650495,0.759548669354071,A100
75.46,what,0.86422924868245,0.7594263964237925,A026
75.71,what,0.8193241692524554,0.7591719982863364,A082
75.74,what,0.8398406850949947,0.7591415010615659,A041
76.21,what,0.38658484929499193,0.7586645626052554,A094
76.85,what,0.45251107855377587,0.758017673119266,A047
78.25,what,0.8061549589089307,0.7566127568552953,A020
78.28,what,0.6607806747619654,0.7565828024291829,A053
78.36,what,0.7986660455424616,0.7565029546805084,A077
78.57,what,0.569256871084244,0.7562935665986031,A099
78.76,what,0.7268050631096054,0.756104384482941,A095
78.84,what,0.9609246399540132,0.7560248037741027,A098
79.34,what,0.8310075788074195,0.7555284262982257,A089
79.66,what,0.7701014388694843,0.7552116472121317,A013
79.75,what,0.6950233993809436,0.7551226794288822,A069
79.78,what,0.9254057332649251,0.7550930357993061,A059
79.96,what,0.46845736326065707,0.7549153029589256,A071
79.98,what,0.6710033951266394,0.754895568493997,A035
80.13,what,0.8701857598648145,0.7547476467365346,A081
80.16,what,0.9232398619697475,0.7547180807329572,A032
80.24,what,0.23650754866023185,0.754639267918284,A103
80.64,what,0.8680518195198585,0.7542458537164481,A016
80.88,what,0.7457031254682482,0.7540103232342015,A010
80.98,what,0.83621452995242,0.7539122997826059,A052
81.15,what,0.9308103357666472,0.7537458137621833,A048
81.92,what,0.8039322157726767,0.7529941436258839,A070
82.55,what,0.7587932523337297,0.7523820592975563,A061
82.98,what,0.844852102668248,0.7519657822102874,A068
82.99,what,0.88983257610684,0.7519561157019831,A064
83.54,what,0.6983919960008523,0.751425457712724,A072
83.64,what,0.5265028111237554,0.7513291847993947,A018
83.68,what,0.6241278486741267,0.7512906936966471,A019
91.47,what,0.8739682689659334,0.743984070346934,A024
91.63,what,0.527591729458763,0.7438378057436675,A044
91.97,what,0.7591178458857949,0.7435274831049896,A084
92.72,what,0.7239150423781155,0.7428452892482076,A062
93.26,what,0.9274665330600682,0.7423560902189269,A029
93.39,what,0.7219102268823616,0.7422385661505028,A050
94.68,what,0.6895089145336489,0.7410774958840354,A060
95.42,what,0.22993052597121774,0.7404156225586314,A090
98.84,what,0.69901827594326,0.7373952300968646,A039
106.41,what,0.3546707997037526,0.7309241336156331,A065
111.38,what,0.8845597721792205,0.7268259464899403,A049
136.83,what,0.8429361364674479,0.7074567172192914,A054
137.74,what,0.4707539902815159,0.7068088330901882,A025
138.91,what,0.45363999606819727,0.7059799545984413,A028
140.08,what,0.7434691130317473,0.7051556565959337,A078
140.12,what,0.9526207389952901,0.705127555813087,A073
140.22,what,0.5003156121792337,0.7050573269969815,A069
140.39,what,0.9720525183567015,0.7049380138023765,A021
140.49,what,0.8125207810050914,0.7048678741004871,A017
140.95,what,0.84108904143473,0.7045456553145776,A093
141.09,what,0.8084209953919956,0.70444772662284,A063
141.71,what,0.7652593420251191,0.7040148128859363,A022
141.84,what,0.8579140929172221,0.7039241996160084,A041
142.61,what,0.6918195072526335,0.7033886145856866,A091
143.14,what,0.8484964674647726,0.7030210778573888,A029
143.48,what,0.6701868130346293,0.7027857747706294,A058
143.51,what,0.8016354197640977,0.7027650305138649,A099
143.53,what,0.3067427902221434,0.7027512026091829,A040
143.66,what,0.746338872442886,0.7026613524074216,A037
143.66,what,0.42396990754273584,0.7026613524074216,A096
143.85,what,0.6756138639078956,0.702530129989556,A031
143.85,what,0.8193819474714075,0.702530129989556,A036
143.91,what,0.9159952641913033,0.7024887152596913,A060
144.07,what,0.5817157874202106,0.7023783320585117,A090
144.19,what,0.5380256646562905,0.7022955981289699,A067
144.2,what,0.7661196711854662,0.7022887057017585,A087
144.22,what,0.4891525436217933,0.702274921800841,A047
144.51,what,0.9460991401292485,0.7020751979587007,A032
144.85,what,0.7083653131344895,0.7018413783222166,A097
144.91,what,0.6909525142741776,0.7018001539724952,A083
145.06,what,0.6881430517945306,0.7016971428062075,A057
145.07,what,0.7135985607553589,0.7016902779182091,A023
145.29,what,0.47643975936006455,0.7015393300786734,A086
145.31,what,0.9411976903627423,0.7015256151019469,A010
145.38,what,0.6805408843578024,0.7014776225884674,A034
145.65,what,0.5929688770232636,0.7012926527742718,A024
145.77,what,0.7084400505746814,0.7012105173575405,A080
145.78,what,0.3330269919577772,0.701203674775499,A020
145.78,what,0.3991602535695779,0.701203674775499,A104
145.92,what,0.6246377245786137,0.7011079114883841,A027
145.95,what,0.5606057783677996,0.701087398760104,A107
146.02,what,0.5449395453620639,0.7010395466667388,A042
146.16,what,0.3556443548630923,0.7009438883902039,A092
146.2,what,0.8597615130959739,0.7009165686884915,A105
146.29,what,0.7416092308388965,0.7008551176000517,A098
146.3,what,0.7024529142288063,0.7008482912596574,A048
146.54,what,0.7795918391931964,0.7006845524892812,A015
146.56,what,0.8554964147112906,0.7006709156794515,A061
146.8,what,0.7726804727153314,0.700507370861191,A100
146.96,what,0.8537163900158382,0.7003984402353942,A089
146.99,what,0.8085498816868976,0.700378024570833,A051
147.13,what,0.6910781314664989,0.7002827882911759,A013
147.13,what,0.9657554043974669,0.7002827882911759,A106
147.21,what,0.4208136304202874,0.7002283947680107,A074
147.65,what,0.7757680762158133,0.699929583363868,A026
147.84,what,0.6283401341866461,0.6998007354191926,A056
147.94,what,0.5234147316348114,0.6997329652488332,A046
148.69,what,0.6862274032372911,0.6992256648501965,A050
148.79,what,0.8908868944128164,0.6991581545291655,A095
148.85,what,0.7789205936999108,0.699117662947139,A011
148.87,what,0.6363033422158781,0.6991041681868652,A014
148.9,what,0.8671645410483749,0.6990839283273002,A053
149.18,what,0.7194383058181593,0.6988951548209811,A062
149.2,what,0.6426173201712144,0.6988816801037877,A070
149.21,what,0.7239294439170023,0.6988749431999869,A055
149.28,what,0.27815544959473,0.6988277933602729,A076
149.33,what,0.7615998109866446,0.6987941239927631,A043
149.72,what,0.5881053521068612,0.6985317624730035,A103
149.75,what,0.8987110437144225,0.6985115998475249,A077
149.87,what,0.5124699408195582,0.6984309764857213,A109
149.93,what,0.8126016118410846,0.6983906810783064,A088
149.99,what,0.4681002986447955,0.6983503965118295,A094
150.22,what,0.39353268795512364,0.698196072660973,A101
150.41,what,0.8023682804554616,0.6980687075866407,A102
150.46,what,0.8799429943592921,0.6980352084576255,A030
150.8,what,0.49510562087827925,0.6978076128786531,A016
150.87,what,0.8812057772798603,0.6977607978675414,A018
151.52,what,0.3268207962875696,0.6973267843625013,A045
151.93,what,0.8752073806573492,0.6970536673020472,A059
152.12,what,0.5594033837281186,0.6969272694816144,A108
152.47,what,0.6026294451239453,0.6966947101378898,A035
152.89,what,0.7879746537701543,0.6964161144957378,A038
153.27,what,0.6697029707076456,0.6961644972494573,A052
153.27,what,0.7979762262374677,0.6961644972494573,A071
154.53,what,0.8934941929073918,0.6953331966233574,A081
154.76,what,0.7464449057559638,0.6951819475072573,A019
154.89,what,0.7736256287381273,0.695096526312501,A072
155.27,what,0.5652888016378327,0.6948471122218154,A044
155.59,what,0.7244529267282134,0.6946374005518319,A068
156.21,what,0.716310765050032,0.6942319167034405,A064
162.51,what,0.7774551400437465,0.6901726317613922,A084
164.93,what,0.7336964093486399,0.6886420574069977,A066
166.33,what,0.9757721178959826,0.687763665112622,A012
166.87,what,0.6542442653248922,0.6874262232020333,A012
168.33,what,0.9061555794202149,0.6865176526357939,A033
168.86,what,0.6413678873962483,0.6861891819351539,A049
169.55,what,0.42825454691805315,0.6857626219155492,A086
170.25,what,0.8679553680884846,0.6853311118817771,A082
170.65,what,0.5713350579976955,0.6850850890642752,A085
187.43,what,0.13105447758787067,0.6751104523647632,A065
194.42,what,0.6355470258737058,0.6711423931012834,A079
244.53,what,0.6800407611021838,0.6453897058960921,A075
246.24,what,0.8913541917636743,0.6445837773302022,A039
1.0,when,0.05673315129707437,0.09081237500425986,A010
1.0,when,0.022509682065824894,0.09081237500425986,A011
1.0,when,0.1395398634055281,0.09081237500425986,A012
1.0,when,0.16534703076452786,0.09081237500425986,A013
1.0,when,0.09138234177625333,0.09081237500425986,A014
1.0,when,0.45759687645115077,0.09081237500425986,A015
1.0,when,0.010447054443533145,0.09081237500425986,A016
1.0,when,0.02319925770343583,0.09081237500425986,A017
